<TICKER,PERIOD> <SMA_17> <SMA_34> <SMA_72> <SMA_144> <LAST_CLOSE>
VALE3,W1 | 17= 70.66235294117642 | 34= 67.28323529411759 | 72= 71.04027777777777 | 144= 71.89590277777776 | Price= 66.08
VBBR3,W1 | 17= 21.797647058823518 | 34= 19.653235294117643 | 72= 17.257638888888902 | 144= 18.989652777777764 | Price= 23.33
YDUQ3,W1 | 17= 20.32470588235295 | 34= 20.325294117647083 | 72= 15.156944444444404 | 144= 18.211527777777768 | Price= 18.49
ABEV3,D1 | 17= 13.297058823529428 | 34= 13.528235294117684 | 72= 13.178749999999996 | 144= 13.303472222222188 | Price= 13.07
B3SA3,D1 | 17= 13.575294117647037 | 34= 13.937647058823533 | 72= 13.196111111111113 | 144= 13.222361111111104 | Price= 13.17
BBAS3,D1 | 17= 56.2470588235294 | 34= 55.43382352941178 | 72= 52.85402777777775 | 144= 49.543472222222206 | Price= 57.72
BBDC4,D1 | 17= 15.516470588235304 | 34= 16.110588235294045 | 72= 15.419583333333348 | 144= 15.038541666666646 | Price= 15.32
BBDC3,D1 | 17= 13.884117647058813 | 34= 14.427941176470572 | 72= 13.704583333333328 | 144= 13.336319444444456 | Price= 13.64
BBSE3,D1 | 17= 34.002941176470564 | 34= 33.62823529411768 | 72= 32.45902777777779 | 144= 31.592777777777748 | Price= 34.09
BEEF3,D1 | 17= 6.921764705882353 | 34= 7.1079411764705895 | 72= 7.229722222222236 | 144= 8.24881944444447 | Price= 6.76
BOVA11,D1 | 17= 124.72882352941173 | 34= 126.46852941176476 | 72= 121.9763888888887 | 144= 117.85034722222225 | Price= 123.32
BRAP4,D1 | 17= 23.111176470588248 | 34= 24.059705882352954 | 72= 23.517500000000034 | 144= 22.37048611111109 | Price= 21.98
BRFS3,D1 | 17= 13.624117647058824 | 34= 13.520000000000037 | 72= 13.198472222222197 | 144= 11.439374999999936 | Price= 14.33
CCRO3,D1 | 17= 13.394117647058824 | 34= 13.766176470588244 | 72= 13.304722222222209 | 144= 13.014513888888903 | Price= 13.15
CIEL3,D1 | 17= 4.74176470588236 | 34= 4.6864705882353 | 72= 4.2234722222222265 | 144= 4.014791666666664 | Price= 4.9399999999999995
CMIG4,D1 | 17= 11.697647058823502 | 34= 11.509411764705883 | 72= 11.395833333333343 | 144= 11.569722222222236 | Price= 11.36
COGN3,D1 | 17= 3.079999999999988 | 34= 3.244117647058841 | 72= 3.049722222222226 | 144= 3.018125000000003 | Price= 2.68
CSAN3,D1 | 17= 18.473529411764737 | 34= 18.77764705882354 | 72= 17.946249999999964 | 144= 18.083472222222237 | Price= 17.95
CYRE3,D1 | 17= 22.524117647058773 | 34= 23.003823529411783 | 72= 21.491527777777787 | 144= 21.643888888888927 | Price= 22.52
EMBR3,D1 | 17= 22.06117647058823 | 34= 22.236176470588237 | 72= 21.066527777777836 | 144= 19.549791666666657 | Price= 22.44
EQTL3,D1 | 17= 34.90823529411759 | 34= 34.96558823529409 | 72= 34.14555555555554 | 144= 33.271736111111125 | Price= 35.33
GGBR4,D1 | 17= 21.20294117647061 | 34= 22.189705882352968 | 72= 22.268888888888895 | 144= 23.60770833333332 | Price= 21.47
GOAU4,D1 | 17= 9.893529411764694 | 34= 10.257647058823547 | 72= 10.22833333333331 | 144= 10.587291666666653 | Price= 10.0
HAPV3,D1 | 17= 4.070588235294123 | 34= 4.222647058823521 | 72= 4.2405555555555425 | 144= 4.3542361111110885 | Price= 3.83
ITSA4,D1 | 17= 10.017058823529432 | 34= 10.089705882352927 | 72= 9.54097222222222 | 144= 9.124444444444434 | Price= 9.98
ITUB4,D1 | 17= 32.79058823529417 | 34= 32.99470588235298 | 72= 31.138888888888882 | 144= 29.192708333333325 | Price= 32.74
JBSS3,D1 | 17= 23.970000000000017 | 34= 24.198823529411804 | 72= 22.920555555555524 | 144= 20.78784722222221 | Price= 23.0
KLBN11,D1 | 17= 21.751176470588216 | 34= 21.770588235294177 | 72= 21.908472222222212 | 144= 22.11611111111107 | Price= 21.01
LREN3,D1 | 17= 16.223529411764673 | 34= 16.66705882352938 | 72= 15.333055555555562 | 144= 15.683125000000057 | Price= 15.74
LWSA3,D1 | 17= 5.712941176470618 | 34= 5.824999999999987 | 72= 5.953333333333315 | 144= 6.445624999999988 | Price= 5.34
MGLU3,D1 | 17= 2.062941176470581 | 34= 2.089999999999973 | 72= 1.9631944444444491 | 144= 2.303888888888913 | Price= 1.97
MRFG3,D1 | 17= 9.378823529411749 | 34= 9.46147058823529 | 72= 8.774583333333334 | 144= 8.005833333333353 | Price= 9.1
MULT3,D1 | 17= 27.928823529411734 | 34= 28.137352941176545 | 72= 27.10638888888891 | 144= 26.194097222222258 | Price= 27.26
MULT3,D1 | 17= 27.928823529411734 | 34= 28.137352941176545 | 72= 27.10638888888891 | 144= 26.194097222222258 | Price= 27.26
PETR4,D1 | 17= 38.99941176470592 | 34= 38.106176470588245 | 72= 36.27541666666663 | 144= 33.444027777777755 | Price= 41.03
PETZ3,D1 | 17= 3.442941176470578 | 34= 3.6682352941176553 | 72= 3.8372222222222234 | 144= 4.7141666666667 | Price= 3.14
PETZ3,D1 | 17= 3.442941176470578 | 34= 3.6682352941176553 | 72= 3.8372222222222234 | 144= 4.7141666666667 | Price= 3.14
PCAR3,D1 | 17= 4.242941176470604 | 34= 4.159705882352944 | 72= 3.912222222222229 | 144= 5.0826388888889 | Price= 4.12
PCAR3,D1 | 17= 4.242941176470604 | 34= 4.159705882352944 | 72= 3.912222222222229 | 144= 5.0826388888889 | Price= 4.12
RADL3,D1 | 17= 26.66000000000001 | 34= 27.907941176470597 | 72= 27.538055555555548 | 144= 27.557222222222254 | Price= 24.86
RAIL3,D1 | 17= 22.709411764705862 | 34= 22.77205882352942 | 72= 22.702916666666674 | 144= 22.76937499999999 | Price= 22.84
TAEE11,D1 | 17= 37.11764705882356 | 34= 37.129705882352916 | 72= 35.87416666666665 | 144= 34.820486111111116 | Price= 36.53
UGPA3,D1 | 17= 27.82411764705882 | 34= 27.103529411764708 | 72= 25.144999999999957 | 144= 21.961875000000074 | Price= 27.64
USIM5,D1 | 17= 8.814705882352927 | 34= 8.889117647058805 | 72= 8.050138888888883 | 144= 7.4714583333333335 | Price= 9.09
VALE3,D1 | 17= 69.23647058823543 | 34= 72.23911764705872 | 72= 71.0830555555555 | 144= 67.61972222222228 | Price= 66.08
VBBR3,D1 | 17= 22.97999999999999 | 34= 22.635882352941195 | 72= 21.80486111111106 | 144= 19.773472222222253 | Price= 23.33
YDUQ3,D1 | 17= 20.184117647058823 | 34= 21.075294117646955 | 72= 20.313611111111136 | 144= 20.439791666666654 | Price= 18.49
